,sentiment,content
31025,sadness,mention studi fail come make tortellini chicken chicken salad
31026,love,mention add shop favourite love need wrap right need mess basket
31027,neutral,mention point casebook message
31028,neutral,happy mother day mention
31029,neutral,jake sign twitter
31030,happiness,foot hurt final bed forget crunch product day today though
31031,love,watch snl love life host
31032,surprise,work way maze video export
31033,surprise,baby girl scrape leg bike acid today could find gaul use parti liner medic tape patch
31034,neutral,plea visit sign alpha test image host service
31035,sadness,hey everyone what got noth hour half work tell cometh think couldnt know good one
31036,empty,thee lady get retard
31037,love,mention love aha join club laugh loud plea cm call jon told ron laugh loud
31038,happiness,wear purple passion opt absolute love
31039,sadness,outta shower bad justin could spend night aha
31040,happiness,crack amp phootoboothingisfunforbunni volume win
31041,worry,dad gave old blackberry old even scroll ball want bold
31042,happiness,today fun love meet body about set soo phenomena
31043,neutral,mention mention follow
31044,love,watch snl ahh fort soo funny
31045,neutral,mention thank tri behave
31046,neutral,cook good
31047,happiness,time bed hope saturday love mine
31048,relief,enough today good night
31049,surprise,go see transform imax exit
31050,worry,yoko ono follow where may go
31051,enthusiasm,follow random people okay
31052,love,watch snl yay mention host love
31053,love,mother day already began congrats mom love know
31054,happiness,watch new season eleven
31055,happiness,joan rock tonight go bed write lil bit night bless
31056,love,mention heart elvis
31057,happiness,mention feel pretty good check say
31058,love,mention favourite favourite wink omagh sorry creep really laugh loud
31059,neutral,hide smile
31060,neutral,watch body lie good film
31061,neutral,mention fam well hope
31062,love,mention miss morisot strong challenge guess oh watch ace cake minute lost cake
31063,neutral,got nude dian
31064,love,mention ti book call love sex tragedy highly interest influence classic modern world
31065,worry,mention ok think snapshot before vid record seismic lady dont look like freak say
31066,fun,mention yay fun
31067,love,love lady progress commerce funny
31068,enthusiasm,hi twitter people
31069,worry,mention must stick thumb chin dimple laugh loud hubby one laugh loud un
31070,worry,yay hit subscribe couture go laugh loud
31071,neutral,mention already discus today yeah
31072,neutral,mention nice idea c tri ibm work great opinion
31073,happiness,okay new joan episode awesome
31074,neutral,
31075,enthusiasm,got lot shop done today really exit bout new travel journal go go sleep watch move cousin
31076,surprise,whoop last tweet
31077,love,mention aha kid listen day long bud
31078,happiness,back new mexico happy mother day mother
31079,neutral,heaven bryan adam
31080,love,happy mother day minute everyone
31081,happiness,mention mani thank mate
31082,neutral,mention baby fever
31083,surprise,mention aww wish younger si sad older one bet younger si love much
31084,worry,sit bed think
31085,relief,mention glad turn okay
31086,hate,mention garcia bend learn lesson last night thought gonna throw got six fashion show end mo
31087,neutral,watch jt snl
31088,neutral,om rice pud
31089,happiness,live new york saturday night final new one
31090,happiness,love breakfast mum yummy pancake
31091,relief,happy sigh mom like flower sent phew never sure thing
31092,love,bomb food amp dessert prom soon satisfy hahahah everyone look pretty
31093,worry,mention new construct hope
31094,love,way home see rodney atkin concert love thank bob
31095,happiness,mention aha humor make happy
31096,neutral,want trip boston next month need admit l motive save belov daughter want go x
31097,neutral,mention yeah hire guy name lenin tend rabbit year
31098,worry,read chill couch watch move
31099,happiness,inner desire go is middle mediterranean soak sun good night dream inner desire
31100,happiness,final pack think time sleep read chicago
31101,neutral,love new twitter background two hero wichita krauss aha
31102,love,mention aww cute black cat month old
31103,neutral,mention college cop get suspect see one person group together
31104,empty,send twitter club twitter
31105,neutral,
31106,fun,bone show check pb amp j check write play check simply joy still even greatest gone
31107,neutral,mention thank turn follow fb
31108,neutral,mention hope load fun love miss boy
31109,surprise,really
31110,love,mention happy birthday happy birthday happy birthday happy birthday happy birthday mani
31111,happiness,mention gerry thank follow help spread news think cool thank thank thank
31112,love,mention love you nick santini thirteen das
31113,fun,mention aah good never fail make smile via mention
31114,neutral,found exit take thank mention
31115,love,mention plea give shout boyfriend ron griffin pm show denver noble really shout
31116,love,saw confess shopohol total fell love hugh dance accent need tomorrow new top want
31117,neutral,watch mention snl
31118,happiness,ass chri pine heed
31119,worry,ju hit casa chang swag cloth would trade duck tonight
31120,neutral,ok done snl time justin timberlake vanilla bf mention girl crush homo laugh loud
31121,love,mention great night nice meet last night sweetheart xoxoxo bye
31122,love,get read mother day love mom
31123,love,mention ever seen way mention use browser probably like copy run
31124,happiness,oh god mention found thnn
31125,neutral,mention blew yeah got dog sure noth compare get
31126,happiness,mention um nick voice smile eye laugh he great
31127,neutral,watch rd joan ep
31128,happiness,start great mother day season
31129,happiness,mention always good see even cyberspace
31130,neutral,realize get arrest public disturb oh well take chance
31131,love,mention blink fast better laugh loud thank
31132,empty,aww look motherfucker pot
31133,sadness,mention shout mention mix site gonna b nervvoouuss
31134,worry,mention make bring sum
31135,happiness,mention nz magic place earth
31136,happiness,mention come
31137,worry,mention thank may narrow local car hope
31138,happiness,jump im shower long day work shall feel amaze math
31139,hate,watch move must
31140,happiness,mention thank brow twitter loop today
31141,happiness,butler watch dr farmer rock w span jimmy hendrix drink cosmo
31142,relief,mention si b sure let know mani people r pray w
31143,worry,mention great
31144,neutral,mention sent message
31145,fun,live new york justin timberlake
31146,neutral,mention must rest work hard cr chan
31147,happiness,omi rd episode joan great funny wish pizza girl laugh loud love
31148,surprise,wait know wed suppose vice versa way know
31149,happiness,decide go uni today
31150,love,mention lucky wife love
31151,surprise,mention laugh glad guy like
31152,love,twitter journey well okay
31153,happiness,final work
31154,happiness,mention dear michael for crack since
31155,happiness,mention exact one think bestest
31156,neutral,final black disney princess
31157,worry,surf web
31158,neutral,mention yeah rang make sen
31159,neutral,listen domain panthera grooveshark
31160,love,watch baby snl baby look great wink
31161,love,mention sarah thank trade-in odyssey bump
31162,neutral,mention well one thing lay floor could shape
31163,neutral,skye laqueshaa cut everyone el say loner
31164,relief,mention hey nick x
31165,worry,mention seen wolverton might want chang pic new sheriff town
31166,empty,mention mishap
31167,happiness,cause effect current love hey monday thank lot mention
31168,neutral,mention sti doin fine bout
31169,relief,mention go hun
31170,happiness,wanna wake shoo roommate shoo
31171,happiness,mention hey guy saw st loud love would ever play ct met outside nice
31172,hate,almost got share face fall asleep sick suck
31173,worry,mention got cafe book solid laugh loud matter mum got plant anyway
31174,neutral,made christian bale laugh today told man crush anymore post fun interview soon
31175,neutral,mention thank reply cours really explain gogol found explain
31176,fun,mention dont really trust judgement touch mention uk think become friend
31177,worry,need follow
31178,fun,mention couture channel demilynnmus aha cause love sing amp stuff yea
31179,worry,tea chainsaw massacre next gene ti noth pure insane title queen watch bad horror film
